person,count,pgpid
Fada'il Ovadya b. Shemuel,2,
Natan] b. Shemuel,2,
Ḥananel (b. Shemuel,2,
...] b. Ḥusayn b. Shuʿayb,2,
payment via Abū Najāh b. Yūḥānas al-Jahbadh,2,
known monk Abū Najāḥ,2,
",' Abu Najah",2,
' (Abu Najah,2,
...] b. Yaʿqūb b. Sahl,2,
. Mentions Ibn ʿAllūn,2,
?) b. Barhūn al-Ḥibr,2,
", to Abū Isḥāq Barhūn b. Ṣāliḥ",2,
a certain Abū l-Ḥasan b. Mūsā,2,
and mentions Abu al-Bishr,2,
scribe and Abu al-Bishr,2,
addressed to Abū l-Ḥasan b. Ibrāhīm al-Ṣā'igh,2,
. Even Ibn al-Sarūjī,2,
. For Ibn Hilāl,2,
waiting for Ibn al-Qāḍī,2,
Arabic mentioning Ibn al-Qadi,2,
", and Abu Katib b. Avraham",2,
", mentioning Abū Saʿīd Ibn ʿAwkal",2,
Abu al-Faraj,2,
slave by Abu al-Faraj,2,
he heard Abu al-Faraj,2,
looks like Abu al-Faraj,2,
) and Abu al-Faraj,2,
written by Abu al-Faraj,2,
brother) Abu al-Faraj,2,
recently deceased Abu al-Faraj,2,
bt. Abu al-Faraj,2,
dispute between Abu al-Faraj,2,
the cantor Abu al-Faraj,2,
house of Abu al-Faraj,2,
The qadi Abu al-Faraj,2,
sons – Abu al-Faraj,2,
Hazzan. Abu al-Faraj,2,
document. Abu al-Faraj,2,
and mentioning Abu al-Faraj,2,
The physician Abu al-Mahasin Yefet b. Josiah,2,
sugar merchant Abu al-'Izz b. Abu al-Ma'ani,2,
court by Abu al-Tahir b. Elazar,2,
in which Abu al-Fadl,2,
Muna and Abu al-Fadl,2,
"Avraham, Abu al-Fadl",2,
her husband Abu al-Fadl,2,
sar b. Abu al-Fadl,2,
Avraham releases Abū al-Faḍl,2,
greetings from Abu al-Fadl,2,
testifies that Abu al-Fadl,2,
much for Abu al-Fadl,2,
the rayyis Abu al-Fadl,2,
Majjani to Abu al-Fadl,2,
house to Abu al-Fadl,2,
", ordering Abu al-Fadl",2,
a certain Abu al-Fadl,2,
"brothers, Abu al-Fadl",2,
Faraj and Abu al-Fadl,2,
Account of Abu al-Ma'ali,2,
"Sada, Abu al-Ma'ali",2,
sent by Abu al-Ma'ali,2,
son of Abu al-Ma'ali,2,
", to Abu al-Ma'ali",2,
some commodity Abu al-Ma'ali,2,
addressee and Abu al-Ma‘ali,2,
"Surur, Abu al-Ma’ali",2,
Ala and Abu al-Ma'ali,2,
Hasan and Abu al-Ma'ali,2,
the bride Sitt al-Adab,2,
Dhahabi to Abu Sa'id b. al-'Alfasi,2,
Sitt al-'Ala,2,
in which Sitt al-Milah,2,
the widow Sitt al-Milah,2,
belong to Sitt al-Milah,2,
detailing that Sitt al-Milah,2,
Milah appoints Sitt al-'Izz b. Yehoshuaʿ b. Yefet,2,
addressed to Abu 'Ali Ezekiel,2,
settlement between Abu Surur b. Natan,2,
the merchant Abu al-Baha al-Shab b. Abu al-Baqa ',2,
) are Abu Fadl b. al-Assal,2,
Assal and Ibn al-Lawwaz,2,
) are Ibn Hadida,2,
Hadida and Abu al-Ala al-Halabi,2,
…] b. al-Naḡara,2,
...] b. al-Nagara,2,
with Ḥalfon b. Nathaniel ha-Levi,2,
Arab of Ibn Ḥijja al-Ḥamawī,2,
"Naṣr, Umm Khulayf",2,
"), Umm Khulayf",2,
"Parnas, Abū ʿUmar",2,
bt. Abū ʿUmar,2,
"father, Abū ʿUmar",2,
"Joseph, Abū ʿUmar",2,
Faḍāʾil and Abū ʿUmar,2,
...] Abū ʿUmar,2,
Arabic mentioning Abū l-Surūr b. Yiju,2,
a certain Abū l-Ḥasan al-Mubārak,2,
and how Umm Sitt al-Nās,2,
one point Umm Sitt al-Nās,2,
...] b. Yiẓḥaq,2,
name of Abū Naṣr b. Faḍlūn,2,
ḥazzān or Ibn ʿAlī,2,
arrived with Ibn al-Jalajuli,2,
arrived after Abu l-Hasan's,2,
times to Abū l-Ḥasan’s,2,
", as Abū l-Ḥasan’s",2,
) that Abū l-Ḥasan’s,2,
"Above, Abu Sahl b. Ibrahim",2,
Letter to Abu Sahl b. Ibrahim,2,
brother' Abū l-Faraj ʿImrān b. Ḥasan,2,
of brother Abu Zikri--,2,
his debtor Abu al-Hasan b. Mu'ammar b. al-Batt,2,
a person Ibn Sabra,2,
matter of Ibn Sabra,2,
Wife: Sitt al-Ahl bt,2,
Levi] b. Yeshuʿa,2,
…] b. Yeshuʿa,2,
"Fadl, Abu al-Sa'id",2,
"heart like Abu l-Faraj""",2,
Letter from Abu Nasr b. Ibrahim,2,
letter by Abu Nasr b. Ibrahim,2,
the convert b. Basri,2,
bedsheets. Abū l-Ḥayy,2,
). Abū l-Ḥayy,2,
referring to Abū l-Hayy,2,
"brother, Abu al-Jith",2,
his relative Abu al-Hasan Shelomo b. Nissim al-Barqi,2,
"Manṣūr, Abū l-Munā",2,
"Later, Abu l-Munā",2,
"son, Abū l-Munā",2,
furnished by Abu l-Muna,2,
regards to Abū l-Munā,2,
recovery. Abū l-Munā,2,
Nasab bat Abū l-Munā,2,
. Mentions Abū l-Munā,2,
"l-]Maʿānī, Abū l-Munā",2,
and asks Abū l-Munā,2,
down by Abu l-Muna,2,
"Levi, Abū l-Munā",2,
", including Abū l-Munā",2,
"Hūd, Abū l-Munā",2,
"Ḥasan, Abū l-Munā",2,
", mentioning Abū l-Munā",2,
's friend Abū l-Munā,2,
. Involves Abū l-Makārim b. Abū l-Faraj al-Parnas,2,
of Ephraim b. Shemarya,2,
between Ephraim b. Shemarya,2,
Fustat by Abu Sulayman,2,
Mūsā to Abū Sulaymān,2,
"letter, Abu Said",2,
declaration between Abu Said,2,
Allah. Abu Said,2,
him. Abu Said,2,
", and Abu Said",2,
the Nakhuda Abu Abd Allah Ibn al-Kataib,2,
dignitary by Abū l-Ḥasan b. Dāʾūd,2,
the name Abū Sahl ʿAlī b. Ibrāhīm,2,
] father Abū l-Thanā',2,
. That Abū l-Thanā',2,
request to Abū l-Thanā',2,
The physician Abū l-Thanā',2,
story invovles Abū l-Thanā',2,
...] b. Makārim,2,
"', Abū l-Rabīʿ",2,
"Yeshuʿa, Abū l-Rabīʿ",2,
the brothers Abū l-Rabīʿ,2,
Zaqen and Abū l-Rabīʿ,2,
a certain Abū Ṭāhir,2,
the recipient Abū Ṭāhir,2,
how is Abū Ṭāhir,2,
by beseeching Abū Ṭāhir,2,
writer wishes Abū Ṭāhir,2,
The beadle Abu Tahir,2,
"However, Abū Ṭāhir",2,
Faraj and Abū Tahir,2,
"Ṭabīb, Abū Ṭāhir",2,
anyone except Abū Ṭāhir,2,
Sahl ʿĪsā b. Yaḥyā al-Mutaṭabbib al-Faylasūf,2,
known as Abū Sahl al-Masīḥī,2,
patronage of Abū ʿAbdallāh Muḥammad b. ʿAlī b. Ma'mūn Khwārazmshāh,2,
handwriting of Abu Sahl Levi,2,
the cantor Abū Sahl Levi,2,
note from Abu Sahl Levi,2,
that of Abū Sahl Levi,2,
his father Abu Sahl Levi,2,
the cantor Abu Sahl Levi,2,
hand of Abū Sahl Levi,2,
it to Abū l-Afrāḥ's,2,
cousin (bint ʿammī,2,
Arabic to Abū l-Ḥusayn Ṣedaqah b. Nissim al-Mukallifī,2,
reports that Abū l-Munā b. Ṣadaqah al-Jūjarī,2,
Arabic for Abū Yaḥyā,2,
", ""Abū Yaḥyā",2,
owed by Abū Yaḥyā,2,
and by Abū Saʿd b. Sālim,2,
Yaʿaqov) b. Yehosef ha-Kohen,2,
"Ashmunayn, Abū Yaʿqūb al-Ḥarīrī",2,
"son, Abū Saʿd Nissim b. Nahray",2,
"silkweaver, Abū Saʿd b. Avraham",2,
addressed to Abū l-Khayr Ṣedaqa b. Ṣammūḥ b. Sason,2,
"travellers, Abū l-Faḍl b. Abū l-Yumn al-Dimashqī",2,
ṣayrafī) Abū l-Maʿālī,2,
) to Abū l-Maʿālī,2,
Munā and Abū l-Maʿālī,2,
] and Abū l-Maʿālī,2,
", and Abū l-Maʿālī",2,
Ṭarīf and Abū l-Maʿālī,2,
Also mentions Abu l-Ma'ali,2,
Naṣr; Abū l-Ma'ālī,2,
ʿAlī and Abū l-Maʿālī,2,
Letter mentioning Abū l-Maʿālī,2,
", possibly Abū l-Maʿālī",2,
"Yiṣḥaq, Abū l-Maʿālī",2,
payment from Abū Naṣr b. Shaʿyā,2,
greetings to Abū l-Faḍāʾil b. Baqāʾ,2,
Baqāʾ and Abū Saʿd b. Abū,2,
. and Abū Saʿd b. Abū,2,
Sālim to Bū Manṣūr b. Sukkarī,2,
man named Ibn al-Sandabīsī,2,
"Dīn, Ibn al-Lamṭī",2,
"), Ibn ʿUthmān",2,
letter mentioning Ibn ʿAlī b. Raḥmūn al-Bazzāz,2,
"Bazzāz, Abū Yiẓḥaq b. Sughmār",2,
Ruqqī to Abū l-Faraj Nissim b. Shelomo Ruqqī,2,
". ""Abū l-Faraj Nissim",2,
wait for Abu l-Baha,2,
letter from Abū al-Surūr b. David,2,
his cousin Abū al-Afrāḥ ʿArūs b. Yosef,2,
(=Ibn ʿAwkal,2,
connected to Ibn ʿAwkal,2,
literature. Abu al-Khayr Musa b. Barhun,2,
-haver b. Joseph Av bet,2,
Manasse concerning Abu al-Husayn Moshe,2,
learned that Sitt al-Khayr's,2,
her sister Umm Abū l-Munā,2,
1st line Abu Said al-Dimyati,2,
Hand of Abu Ali al-Asqalani,2,
mention of Abū l-Bishr Azhar,2,
applied to Abū l-Bishr Azhar,2,
fine; Abu l-Yusr,2,
fabric from Abu l-Yusr,2,
; and Abu l-Yusr,2,
this. Abu l-Yusr,2,
names: Abu al-Ashqar al Bilbaysi,2,
Information from Ben Sasson,2,
1058 (Ben Sasson,2,
1055 by Ben Sasson,2,
widow of Abu Sa'id b. Shalom,2,
mother of Abu al-Khayr,2,
known as Abu al-khayr,2,
] bint Abu al-Khayr,2,
his brother Abu al-Khayr,2,
in which Abu al-Khayr,2,
received from Abu al-Khayr,2,
his father Abu al-Khayr,2,
Khafah bint Abu al-Khayr,2,
a certain Abū al-Khayr,2,
the deceased Abu Ali b. al-Raqqi,2,
"Mufaddal, Bu al-Khayr",2,
"Khayr, Bu Mansur b. Baqa",2,
son of Sitt Ziara al-Qazaz,2,
one of Ibn Yiju's,2,
List of Ibn Yiju's,2,
arrival of Ibn Yiju's,2,
his nephew Ibn al-Surur,2,
). Abu Imran al-Kohen,2,
Letter to Abu Imran al-Kohen,2,
"door, Ibn al-Raṣṣāṣ",2,
sent with Abu l-Hasan Ibn Khaṭṭāfah,2,
caused by Ben Meir,2,
of the Ben Meir,2,
regarding the Ben Meir,2,
declaration by Ben Meir,2,
Family of Ben Meir,2,
…] b. Ibrahaim,2,
"teacher, Abu Nasr b. Shaul",2,
the scribe b. Anan,2,
wife of Abu al-Wafa,2,
known as Ibn al-Hajja,2,
maybe read Ibn al-Haja,2,
the name Ibn Ma'usa,2,
-levi b. Misha'el,2,
[ ] b. Yefet,2,
judge’ b. Yefet,2,
[Jose]ph b. Yefet,2,
?) b. Sa'adya,2,
...] b. Sa'adya,2,
…] b. Saʿadya,2,
seller) b. Saʿadya,2,
the carrier Abu al-Faraj al-Ziftawi,2,
wife of Abu Jacob,2,
Surūr and Abū Jacob,2,
Fāsī and Abū Jacob,2,
the elder Abū Jacob,2,
", mentioning Abū Jacob",2,
"elder, Abū Jacob",2,
"Jacob, Abū Jacob",2,
; for Abū Jacob,2,
wife of Abu al-Fadail,2,
"brother"" Abu l-Barakat al-Hariri b. Abu Mansur al-Hariri",2,
appears in Ibn Abi,2,
first entry Abu al-Faraj al-Saigh b. Abu Ishaq,2,
Yishaq) b. Joseph,2,
the teacher b. Joseph,2,
""" from Bint Tuwayr al-Asha",2,
to Isma’il b. Barhun al-Tahirti,2,
of Isma’il b. Barhun al-Tahirti,2,
Umm Nasar b. al-Silsali,2,
letter of Ibn Butlan,2,
Butlan to Ibn Ridwan,2,
"example, Umm Muhammad",2,
) of Bint Menahem,2,
Yahya) b. Menasse,2,
dinar to Abu Imran,2,
name of Abu Imran,2,
"Tawazi, Abu Imran",2,
). Abu Imran,2,
"son, Abu Imran",2,
Letter to Abu Imran,2,
Also mentions Abu Imran,2,
"Muslim, Abu Imran",2,
"brother, Abu Imran",2,
known as Ibn al-Yam,2,
written by Abu Sahl b. al-Ahuv,2,
tale. Ibn Imran,2,
man (Ibn Imran,2,
buried in Abu Sahl's,2,
Due to Abu Sahl's,2,
assistance. Abu Sahl's,2,
Imran (Abu Sahl's,2,
"Fakhr, Abū l-Ḥasan al-Bazzāz",2,
"Fakhr, Abu l-Hasan al-Bazzaz",2,
Farisi to Abu Zikri Yaḥyā b. Mevorakh,2,
Farisi to Abu Zikri Yahya b. Mevorakh,2,
Hillel to Abu Sa`id ibn al-`Afsi al-`Attar,2,
"Mu'ammar, Abu Ali",2,
"qudat, Abu Ali",2,
the shaykh Abu Ali,2,
",” Abu Ali",2,
in which Abu Ali,2,
a certain Abu Ali,2,
assets. Abu Ali,2,
his brother Abu Ali,2,
known as Ibn Sandal,2,
? and Abu al-Majd,2,
in which Abu al-Majd,2,
Nasr and Abu al-Majd,2,
The cantor Abu al-Majd,2,
form (Abu al-Majd,2,
payment by Abu al-Majd,2,
addressee named Abu al-Majd,2,
the cantor Abu al-Majd,2,
Menashshe to Abu al-Hasan Ali b. Hilal,2,
"Muhsin, Abu al-Ghayth Mufarraj",2,
Published in Ben Sasson's,2,
", to Abu Ali Yehezqel b. Yishaq",2,
out with Abu al-Hasan Bishara,2,
first involves Abu Ali b. Mansur,2,
known as Ben Awija,2,
sent to Abu al-Hasun Zedaqa b. Nissim,2,
. Mentions Abu al-Ma'ali b. Aharon ha-Levi,2,
-Rayyis Abu Ali Yefet,2,
-Rayyis Abu Ali Yefet ha-Kohen,2,
is berakhot b. Eliyahu,2,
to Da'ud b. Hayyim al-Sayrafi,2,
carried by Ben al-Tabib,2,
hand. Abu Zikri Zekharya b. Sar Shalom,2,
"Ishaq, Sitt al-Dallal",2,
"Dallal , Sitt al-Sada",2,
name is Sitt al-Sāda,2,
of bride Sitt al-Sada,2,
"daughter, Sitt al-Sada",2,
his wife Sitt al-Sāda,2,
abbreviation of Sitt al-Sada,2,
made by Sitt al-Sāda,2,
possessions of Sitt al-Sāda,2,
torah. Abu al-Makarim,2,
officials named Abu al-Makarim,2,
Recto: Abu al-Makarim,2,
Kubra to Abu Kathir Efraim,2,
tilmisani and Abu Yaaqov b. yosef,2,
", from b. Awkal’",2,
the letter Abu Sa'd ben al-Karanib,2,
): Abu Imran ha-kohen,2,
talmid b. Abu al-Baqa,2,
in which Abu al-Baqa,2,
"kohen, Abu Nasr Elazar",2,
Arabic inviting Abu Musa Harun,2,
go to Abū ʿImrān b. al-Ṭawīla,2,
Ya’uda) ibn Asayag,2,
"partners, Abu al-Rida al-Levi",2,
b. ) Abu al-Faraj al-Levi Yeshu'a,2,
written by Abu Yosef Ya'qub b. Imran,2,
"Amar, Abu Jacob al-Hakim",2,
"Hakim, Abu Amran",2,
...] b. Elazar Hakohen,2,
Mashab to Abu Zikri b. Catiyya,2,
that he Abu al-Husayn al-Halbi,2,
possesion of Abu al-Fadaʾil,2,
Natan and Sitt al-X,2,
greetings to Abū Zikrī Elḥanan,2,
working with Ibn Qays,2,
Nahray to Abū ʿImrān Mūsā b. Abī l-Ḥayy,2,
) to Ibn al-Muqāni‘ya,2,
written by Abu al-Mansur b. Abu al-Faraj,2,
in which Abu al-Mansur b. Abu al-Faraj,2,
Moshe congratulates Bu Ishaq,2,
but wants Bu Ishaq,2,
also congratulates Bu Ishaq,2,
relating to Abū l-Waḥsh,2,
books for Abū l-Waḥsh,2,
Mahfuz and Ibn al-Nu'man,2,
He mentions Ibn al-Nu'man,2,
). Ibn al-Nu'man,2,
together with Abu al-Muna,2,
"partners, Abu al-Muna",2,
", mentions Abu al-Muna",2,
addressee. Abu al-Muna,2,
name is Abu al-Muna,2,
's and Abu Nasr's,2,
testifies to Abu Nasr's,2,
back with Abū Naṣr's,2,
description of Abu Nasr's,2,
from Tahir b. Bu l-Hasan,2,
written by Abu ‘Ali Yehezkel,2,
names: Umm Abu l-Hasan,2,
"Ya'aqov, Ibn Ḥātim",2,
such as Ibn Ḥātim,2,
"quotes, Abū l-Faḍl al-Mīkālī",2,
Qaraite Mahbub b. Nissim,2,
Nahrai (b. Nissim,2,
for Shemuʾel b. Nissim,2,
from Natan b. Nissim,2,
...] b. Nissim,2,
Nahray] b. Nissim,2,
", mentioning Abu Ishaq al-Kohen",2,
) to Abū Zikrī Yaḥyā b. Nissim,2,
known as Ibn al-Ahuv,2,
Ratzuy and Abu 'Ali,2,
"""What Abu 'Ali",2,
"brother, Abū ʿAlī",2,
to assist Abū ʿAlī,2,
visit to Abu ‘Ali,2,
colleague named Abu 'Ali,2,
requests that Abu 'Ali,2,
He invites Abu 'Ali,2,
verso: Abu 'Ali,2,
damaged. Abu 'Ali,2,
daytime. Abu 'Ali,2,
use. Abu 'Ali,2,
Letter to Abu 'Ali,2,
's son Abū ʿAlī,2,
recommendation from Abu 'Ali,2,
goods to Abu 'Ali,2,
"compatriot, Abū ʿAlī",2,
cantor; Abu ‘Ali,2,
also mentions Abu ‘Ali,2,
the elder Abū ʿAlī,2,
chidren of Abu 'Ali b. Dawud,2,
Dawud. Abu l-'Ala al-Sabbagh,2,
"relative, Abu al-Mufaddal",2,
sum. Abu al-Mufaddal,2,
it was Abu al-Mufaddal,2,
’s son Abu al-Mufaddal,2,
The Rayyis Abu al-Mufaddal,2,
overseas trader Abu al-Mufaddal,2,
Tiban. Abu al-Mufaddal,2,
witnesses is Abu Ali Ibn Daud,2,
the cantor b. Nehemia,2,
?) b. Manasse,2,
daughter of Abu al-Rida Yefet,2,
orphan named Abu al-Ghayth,2,
Shemarya. Sitt al-Dar bint Hussein,2,
known as Ibn Harnash,2,
...[ b. Moshe Halevi,2,
parties: Abu al-Khayr al-Sabbagh b. Sedaqa b. Shelomo b. Yosef,2,
orphan named Abu al-Ghayt,2,
known as b. Asad,2,
Letter from Abu Nasr b. Barakat b. ziz al-tujjar,2,
tujjar and abu al-Faraj b. Moshe ha-Kohen,2,
daughter of Abu Nasr b. Dawud al-Sayrafi,2,
"Yeshua, Abu Ali hasan b. Menase",2,
Kull and Abu Sa'd b. Dari,2,
Faraj ask Abu Ishaq b. al-shofet,2,
name: Abu Yiṣḥaq Avraham,2,
Mulh. Abu Ya'aqov Yosef b. Nethanel,2,
recieving from Abu Ya'aqub Yosef b. Efraim,2,
known as Ibn al-Aqta',2,
1147. Sitt al-Fakhr,2,
his daughter Sitt al-Fakhr,2,
wife) Sitt al-Fakhr,2,
his sister Sitt al-Fakhr,2,
). Sitt al-Fakhr,2,
Shemuel and Sitt al-Fakhr,2,
document of Sitt al-Fakhr,2,
bt. Abu al-faraj al-kohen al-hazzan,2,
meshorer marries Abu Tahir al-kahhal,2,
sent to Abu Sa'id al-Dimyati,2,
) and Abu al-Khayr al-Sirafi,2,
Natan. Sitt al-Tujjar,2,
deed of Sitt al-Tujjar,2,
) regarding Ibn Bishr's,2,
his son Abu al-Wafa Tamim,2,
1129. Abu al-Hasan Ali,2,
addressed to Abu al-Hasan Ali,2,
known as b. Saninat,2,
Yishaq. Abu al-Khayr Khiyar al-Sirafi,2,
Testimony. Abu al-Khayr Khiyar,2,
in which Abu Ali al-Tajir b. Natan,2,
", to Abu l-Fadl al-Tajir b. Elazar",2,
1151/2. Abu Ali b. Yefet ha-parnas,2,
in which Abu al-Husayn al-Halabi,2,
claims of Abu al-Husayn al-Halabi,2,
which Efrayim Abu Kathir b. Masliah,2,
hangid (b. Hannaya,2,
1113. Abu al-Faraj Yeshu'a,2,
Witnessed by Abu al-Faraj Yeshu‘a,2,
transaction with Abu Ya'akov,2,
the judge b. Natan,2,
...] b. Natan,2,
Avraham) b. Natan,2,
?) b. Natan,2,
made by Abu al-Faraj Yaʿaqov b. Avraham b. Allan,2,
", to Abu al-Ifrah Avraham",2,
from the Ben Sabra,2,
sent with Ben Banyas,2,
Yehuda and Abu al-Hasan b. Abu al-Qamar,2,
"Mani, Abu Ali b. Yehuda",2,
Elazar and Sitt al-Sada b. Adiyya,2,
dispute between Abu Nasr b. Efrayim ',2,
' to Sitt Ghazal b. Siba',2,
Yehoshua (b. Dosa,2,
...] Ibn Abi Qida,2,
(called Ibn Abī Qīda,2,
Khayr. Abu Ali ha-Parnas,2,
...] b. Shemaya,2,
Mansur from Abu Majd,2,
Ma'ani abd Abu Majd,2,
Letter to Abu Ali b. Sahl,2,
Makarim. Abu Sa'd al-Sirfi,2,
"Sa'd, Abu al-Khayr Sedaqa",2,
mentioned including Sitt Ghasan,2,
"Ghasan, Sitt Sau'd",2,
"Sau'd,Sitt al-Nasr",2,
Hakohen (b. Tuviahu,2,
woman named Sitt al-Nas,2,
younger daughter Sitt al-Nās,2,
presumably because Sitt al-Nās,2,
Arabic to Sitt al-Nas,2,
Zaqen and Sitt al-Nās,2,
divorcee is Sitt al-Dalal b. Mevasser,2,
is divorcing Sitt al-banat,2,
list for Sitt al-Banat,2,
. Menashsheh b. amarm,2,
Arabic mentioning Abu Talib,2,
Letter. Abu Wahs,2,
Wahs and Abu al-Baha,2,
", and Abu al-Baha",2,
the scholar Abu al-Baha,2,
among them Sitt al-Yaman,2,
ketubba for Sitt al-Yaman,2,
the owner Umm al-Aziz,2,
"woman, Umm al-'Az",2,
record. Abu al-Fadl al-Kutnani b. Hibba al-Iskandrani,2,
known as Ibn al-Jamila,2,
made by Abu al-Tahir Mevorakh b. Shela al-murid,2,
"wife, Sitt al-Dar b. Yosef",2,
the cantor b. Yair,2,
younger brother Abū Zekharia Yehuda,2,
mother named Umm Farjun,2,
expenses of Abu Yosef Yaaqov ha-Parnas,2,
cantor and Abu Sa'd maymun,2,
sent by Abu l-Barakat Shelomo b. Eliyyahu,2,
addressed to Abu al-Mansur b. Mu'allima,2,
and mentioning Ben Ayyub,2,
", a Ben Netira",2,
Yehuda (b. Musa Ibn Sughmar - copare,2,
Zifta by Abu al-Baha b. al-Mashmia,2,
mentioned: Abu al-faraj ibn al-Tawazi,2,
the Alexandrian Ben Nahum,2,
addressed to Abu al-Hasan Ali b. Ishaq,2,
Menahem (b. Sasson,2,
", named Sitt al-Na'am",2,
1137 by Abu Nasr b. Avraham,2,
letter from Abu Nasr b. Avraham,2,
mentioned by Abū Naṣr b. Avraham,2,
letter is Abu Nasr b. Avraham,2,
1141 by Abu Nasr b. Avraham,2,
letter by Abu Nasr b. Avraham,2,
hand of Abu Nasr b. Avraham,2,
", to Abu Zikri ha-Kohen b. Yehuda",2,
"father, Bu Mansur b. Abu al-majd",2,
known as Ibn al-Khzaruni,2,
closer to Abu l-Majd's,2,
each for Abu l-Majd's,2,
", while Abu l-Majd's",2,
heard that Abu l-Majd's,2,
", by Abu al-Munajja al-Zariz",2,
get from Abu Yosef Yakub,2,
...] b. Abū l-Khayr,2,
olives. Umm Qamar,2,
man named Ibn al-Musinn,2,
twice. Ibn al-Muṣinn,2,
); Ibn Nu'man Fada'il,2,
complains about Abū ʿImrān al-Kohen,2,
"Khāzin, Abū ʿImrān al-Kohen",2,
script from Abū l-Ḥusayn al-Ṭulayṭulī,2,
Ṭulayṭulī to Abū al-Najm Hilāl b. Yosef ha-Qara,2,
death of Abu Imran Nufay,2,
Nufay. Abu al-Yumn,2,
affair of Ibn al-Taffal,2,
with ‘Ibn al-Taffal,2,
over how Ibn al-Taffal,2,
of how Ibn al-Taffal,2,
says that ibn al-Taffal,2,
letter for Ibn al-Taffal,2,
known as Ibn al-Ṭaffāl,2,
heard that Ibn al-Ṭaffāl,2,
Ismāʿīl to Abū ʿAbdallāh b. Khodadād,2,
the shaykh Abu al-X,2,
the name Abu al-Ma'ali b. al-shaykh al-Sadid,2,
house of Ibn Qurra,2,
consultation with Abu l-Ma'ruf b. al-Taffal,2,
also written Abu l-Ma'ruf,2,
Meshorer. Abu l-Ma'ruf,2,
", to Abu l-Mansur b. al-Meshorer",2,
well known Ibn Nufay',2,
Abū ʿImrān Ibn Nufayʿ,2,
-Ḥasan Ibn Nufayʿ,2,
Faraj from Ibn Yosef,2,
the teacher Ibn Yosef,2,
to an Ibn Sughmar,2,
qāḍī; Ibn Sughmār,2,
of Farah b. al-Jasus,2,
wife of Ibn al-Jazafini/Ghazfini,2,
The name Abu al-rabi',2,
", to Abū Bishr",2,
complains that Abu Bishr,2,
relationship with Abū Bishr,2,
", however Abū Bishr",2,
it. Abu Bishr,2,
"Zayyāt, Abū Bishr",2,
somehow involving Abū l-Faraj Dā'ūd b. Shaʿyā,2,
"merchants, Abu al-Fakhr b. Ibrahim",2,
-rayyis Abu al-bayan,2,
innocence. Abu al-Bayan,2,
Berakhot b. Abu al-Bayan,2,
) by Abu Yishaq Ibrahim b. Abd allah al-Baghdadi,2,
Hibat Allah b. Yeft,2,
"woman, Abu Faraj Nissim b. Atiya",2,
his brother Bū l-Majd Meir,2,
). Bū Saʿīd,2,
", and Ibn Ghulayb",2,
) releases Abu al-Fakhr,2,
?) Sitt al [,2,
daughters: Sitt al-Rutab,2,
"widow, Sitt al-Jamal",2,
house of Sitt al-Jamāl,2,
son of Sitt al-Jamāl,2,
aunt named Sitt al-Jamal,2,
"’, Sitt al-Jamāl",2,
They release Abu al-Tahir,2,
the beadle Abu al-Tahir,2,
accounts with Ibn Ghurāb,2,
Kohen. Abū l-Maʿālī b. Shemuel b. Yehuda Ibn Asad,2,
dinars by Abū l-ʿAlā b. Bū l-Faraj,2,
Letter from Abū Thanā',2,
a brother Abū l-Manṣūr,2,
"Bahā, Abū l-Manṣūr",2,
"sons, Abu l-Mansur",2,
belonging to Abū l-Afrāḥ b. Yosef,2,
a certain Abu ‘Amr,2,
bt. Abū ʿAmr,2,
settelement involving Abū l-Mufaḍḍal,2,
written to Abū l-Mufaḍḍal,2,
addressee. Abū l-Mufaḍḍal,2,
seems that Abū l-Mufaḍḍal,2,
's son Abū l-Mufaḍḍal,2,
", including Abū l-Mufaḍḍal",2,
. Mentions Abū l-Mufaḍḍal,2,
", mentioning Abū l-Mufaḍḍal",2,
the leader Abū l-Mufaḍḍal,2,
ʿOvadya to Abū l-Mufaḍḍal,2,
", to Abū l-Mufaḍḍal",2,
ʿAmram to Abū l-Mufaḍḍal,2,
", to Abū l-Ḥayy Kalīla",2,
; and Ibn ʿUlayq,2,
his mother Sitt al-Bunyan,2,
they owe Sitt al-Ukhuwwa,2,
of groom Bu al-Sharikat al-Attar,2,
and) Ben Nahman,2,
the silversmith Bu al-Makarim Yosef b. Shemuel,2,
the bride Sitt al-Riyasa,2,
"sister, Sitt al-Riyasa",2,
and bride Sitt al-Khaffa,2,
Khaffa bint Bu al-Fada'il,2,
known as Ibn Alma,2,
of either Ibn al-Muzaghlil,2,
that of Bu al-Barakat,2,
", to Abū Zikrī Yaḥyā b. Menashe Ḥalfon",2,
Letter from Bu al-Muna ibn ',2,
youth 'Ben Nusayr',2,
", including Abu al-Fadl b. Qata’if",2,
the late Abū Yaʿqūb al-Kohen al-Ṭabīb,2,
and [Abū S]aʿīd al-Ḥazzān,2,
Isḥāq and Abū l-Bishr,2,
"Dayyan, Abū l-Bishr",2,
his son Abū l-Bishr,2,
India trader Abu Nasr Avraham,2,
them are Ibn Yahya,2,
"ʿUmayr, Ibn Yaḥyā",2,
doctor and Ibn Yaḥyā,2,
Yaqub and Abu Nasr al-Halabi,2,
Ab. Abu Nasr al-Halabi,2,
Avraham to Abu Nasr al-Halabi,2,
wife of Abū Naṣr al-Ḥalabī,2,
?) b. Raḥamim,2,
letter to Abu Ibrahim Ishaq,2,
a certain Abu Ibrahim Ishaq,2,
